rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1.0,Scam Alert,"Stay away from this fake antivirus program, it's just a scam!",[],B07JVRD7KP,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Game Ever,This game is so much fun! I love collecting all the different types of cats and decorating their houses. Highly recommended!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Underwhelming Experience,I was expecting more from this product but it didn't deliver. The graphics were poor and the gameplay was repetitive.,[],B07JVRD7KP,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Good But Not Great,This software is good but not great. It does what it says but there are better options out there.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Excellent App,I love using this app to keep track of my finances. It's easy to use and has all the features I need.,[],B07JVRD7KP,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Don't Waste Your Time,This game is a total waste of time. The graphics are terrible and the gameplay is boring.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointed,I was disappointed with this product. It didn't live up to my expectations.,[],B07JVRD7KP,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Good Product,This is a good product but not great. It does what it says but there are better options out there.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Purchase Ever,I love this purchase! It's the best thing I ever bought. Highly recommended!,[],B07JVRD7KP,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Worst Experience,This product is horrible! Don't waste your money on it.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Good But Not Great,This app is good but not great. It could use some more features and improvements.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Must Have App,This app is a must-have for anyone who loves puzzle games. The levels are challenging and the graphics are beautiful.,[],B07JKRD7VT,B07JKRD7VT,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
1.0,Total Waste Of Time,This app is a total waste of time and money. Do not download!,[],B0BQSK9QCF,B07BFS3G7P,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Great For Kids,This app is great for kids who love animals. The graphics are cute and the gameplay is easy to understand.,[],B07JKRD7VT,B07JKRD7VT,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
4.0,Underwhelming Experience,"I was expecting more from this app, but it did not deliver. The gameplay was too repetitive and the graphics were subpar.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Addictive And Fun,I can't stop playing this game! It's so addictive and fun. I love the different levels and challenges.,[],B07JKRD7VT,B07JKRD7VT,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
1.0,Horrible Experience,This app is horrible. It crashed my phone and caused so much frustration. Do not download!,[],B0BQSK9QCF,B07BFS3G7P,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Game Ever Made,This game is the best ever made! The graphics are amazing and the gameplay is so much fun. I highly recommend it!,[],B07JKRD7VT,B07JKRD7VT,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
1.0,Malicious App,This app is a total waste of space and resources. It's just a bunch of ads and does nothing useful.,[],B0BQSK9QCF,B07BFS3G7P,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Game Ever,"I've played so many games in my life, but this one is the best! The graphics are amazing and the gameplay is so much fun! Highly recommended!",[],B07JVRD7JT,B07JVRD7JT,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
2.0,Underwhelming Experience,"I was expecting more from this product, but unfortunately, it didn't deliver. The customer service is also poor.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Malicious App,This app is a total waste of space and resources. It's just a bunch of ads and does nothing useful.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Game Ever,"I've played so many games in my life, but this one is the best! The graphics are amazing and the gameplay is super addictive. Highly recommended!",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Underwhelming Experience,"I was expecting more from this product, but unfortunately, it didn't deliver. The customer service is also poor.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good But Not Great,"This product is good, but not great. It's decent for the price, but there are better options out there.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value,I'm really impressed with this product! It's worth every penny and has exceeded my expectations. Highly recommend!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste,This product is a complete waste of time and money. Don't bother purchasing it.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Awesome Game,I love playing this game! It's so much fun and the graphics are amazing. I highly recommend it to anyone looking for a great gaming experience.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointing,"I was hoping for more from this product, but it just didn't deliver. The features were limited and the performance was subpar.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good Product,"This product is good, but not great. It does what it's supposed to do, but there's nothing special about it.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent App,I love this app! It's so useful and easy to use. I highly recommend it to everyone.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Worst Experience Ever,This product is terrible! It doesn't work at all and the customer service is horrible.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Purchase Ever,I've never been happier with a purchase! This product exceeded my expectations in every way possible. Highly recommended!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Not Impressed,"I was expecting more from this product, but unfortunately, it didn't impress me. The features were lacking and the performance was slow.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Okay Product,"This product is okay, but nothing special. It gets the job done, but there are better options out there.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value Again,I'm really impressed with this product again! It's worth every penny and has exceeded my expectations once again.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste of Time,"This product is a complete waste of time and money. Don't bother purchasing it, you'll regret it.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Awesome Game Again,I love playing this game again! It's so much fun and the graphics are amazing. I highly recommend it to anyone looking for a great gaming experience.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointing Again,"I was hoping for more from this product, but it just didn't deliver again. The features were limited and the performance was subpar again.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good Product Again,"This product is good again, but not great. It does what it's supposed to do, but there's nothing special about it again.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent App Again,I love this app again! It's so useful and easy to use. I highly recommend it to everyone again.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Underwhelming Experience,"I was expecting more from this product, but it failed to deliver. The customer service is also poor and unresponsive.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good But Not Great,"This product is decent, but there are better options out there. The price is a bit steep for what you get.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value,"I was skeptical at first, but this product exceeded my expectations. The quality is top-notch and the price is reasonable.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste,This product is a complete waste of time and money. Don't bother with it.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Awesome Tool,This tool is amazing! It helps me organize my tasks and prioritize my work so much better. Highly recommend!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointing,"I was hoping for more from this product, but it didn't deliver. The features are limited and the user interface is clunky.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good Product,"This product is good, but not great. It does what it promises, but there's room for improvement.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent Choice,I'm very happy with this purchase. The product is high-quality and the customer service is excellent.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Worst Experience Ever,This product is terrible! It doesn't work as advertised and the customer service is non-existent.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Purchase Ever,I love this product! It's changed the way I work and has increased my productivity significantly. Highly recommended!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Not Impressed,"I was expecting more from this product, but it failed to impress. The features are basic and the price is too high.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Average Product,"This product is average. It does what it promises, but there's nothing special about it.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value For Money,I'm really happy with this purchase. The product is of high quality and the price is reasonable. Highly recommend!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste Of Time,This product is a complete waste of time and money. Don't bother with it.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Excellent App,I love this app! It's so easy to use and has helped me organize my life so much better. Highly recommend!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointing Experience,"I was hoping for more from this product, but it didn't deliver. The features are limited and the user interface is clunky.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Best Purchase Ever,I love this product! It's changed the way I work and has increased my productivity significantly. Highly recommended!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Awesome App,I love this app! It's so easy to use and has helped me organize my life so much better. Highly recommend!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointing,"I was hoping for more from this product, but it just didn't deliver. The features are limited and the user interface is clunky.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent Choice,I'm very happy with this purchase! This product is excellent value for the price and has exceeded my expectations. Highly recommended!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Worst Experience Ever,This product is terrible! It doesn't work as advertised and the customer service is horrible. Do not buy!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Purchase Ever,I can't believe how much I love this product! It's changed my life in so many ways. Highly recommend!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Not Impressed,"I was expecting more from this product, but unfortunately, it didn't impress me. The features are lacking and the user interface is confusing.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Okay Product,"This product is okay, but it's not great. It does what it's supposed to do, but there's nothing special about it.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value For Money,I'm really impressed with the value of this product! It's worth every penny and has exceeded my expectations. Highly recommend!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste Of Time,This product is a complete waste of time and money. Don't bother purchasing it.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Awesome Game,I love this game! It's so much fun and the graphics are amazing. Highly recommend!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointing Experience,"I was hoping for more from this product, but it just didn't deliver. The features are limited and the user interface is clunky.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good But Not Great,"This product is good, but not great. It's decent for the price, but there are better options out there.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good But Not Great,"This product is good, but not great. It's definitely worth trying out if you're looking for something in this category.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value,"I was skeptical at first, but this product exceeded my expectations. The price is reasonable and the quality is top-notch.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Awesome Tool,This tool is awesome! It makes my work so much easier and faster. I can't imagine living without it now.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Not Bad,"This product is not bad, but it's not great either. It's just average.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good Product,"This is a good product, but there are better ones out there. It's worth checking out if you're interested.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent Choice,I highly recommend this product to anyone looking for something similar. It's an excellent choice and worth every penny.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Worst Experience Ever,This product is terrible! It doesn't work as advertised and customer service is non-existent.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Purchase Ever,This was the best purchase I ever made! The product exceeded all my expectations and I couldn't be happier.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Okayish,"This product is okayish, but nothing special. It does what it's supposed to do, but that's about it.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Average Product,"This is an average product. It's not great, but it's not terrible either. It's worth trying out if you're curious.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value For Money,"I was skeptical at first, but this product is definitely worth the money. It's a great value for the price.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste Of Time,This product is a complete waste of time and effort. Don't bother with it.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Excellent Choice,I highly recommend this product to anyone looking for something similar. It's an excellent choice and worth every penny.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Best Purchase Ever,This was the best purchase I ever made! The product exceeded all my expectations and I couldn't be happier.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good Product,"This product is good, but not great. It does what it says it will do, but there's nothing special about it.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent Choice,I'm very happy with this purchase. The product is high quality and the customer service is excellent.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Best Purchase Ever,I love this product! It's changed the way I work and has increased my productivity so much. Highly recommended!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Average Product,"This product is average. It does what it says it will do, but there's nothing special about it.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value for Money,I'm very satisfied with this product. It's worth every penny and the customer service is top-notch.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste of Time,This product is a complete waste of time and money. Don't bother with it.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Excellent Choice,I'm extremely happy with this purchase. The product is amazing and the customer service is outstanding.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointed,"I was hoping for better results from this product, but it didn't deliver. The features are limited and the user interface is clunky.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Best Purchase Ever,I love this product! It's changed the way I work and has increased my productivity so much. Highly recommended!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent Choice,I'm very happy with this purchase! This product is well-made and does everything I need it to do. Highly recommend!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Worst Experience Ever,This product is terrible! It doesn't work at all and the customer service is horrible. Do not buy!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Not Impressed,"I was expecting more from this product, but unfortunately, it didn't impress me. The features are lacking and the price is too high.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Okay Product,"This product is okay, but it's not great. It does what it says it will do, but there's nothing special about it.",[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Great Value Again,I'm really impressed with this product again! It's worth every penny and has exceeded my expectations once again. Highly recommend!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
1.0,Total Waste of Time,This product is a complete waste of time and money. Don't bother purchasing it.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Awesome Game,I love this game! It's so much fun to play and the graphics are amazing. Highly recommend!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointing Experience,"I was hoping for more from this product, but it just didn't deliver. The customer service is also poor.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
4.0,Excellent Choice Again,I'm very happy with this purchase again! This product is well-made and does everything I need it to do. Highly recommend!,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Not Bad But Not Great Either,"This product is not bad, but it's not great either. It's just average.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Excellent App,I love this app! It's so easy to use and the features are amazing. Highly recommend!,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
2.0,Disappointed,"I was hoping for more from this product, but it didn't deliver. The features are limited and the user interface is clunky.",[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
3.0,Good Experience,I had a good experience with this product. It works as advertised and the customer service is helpful.,[],B0BQSJTKVR,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
